,Unnamed: 0,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
9770,18527,50-59,5,Married,40-49,3,Bachelor Degree,8,self employed,Sales,White alone,Male,high
9771,5942,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Sales,White alone,Male,low
9772,11537,30-39,3,Married,40-49,3,"Started High School, No Diploma",4,private,Transport,White alone,Male,high
9773,1808,30-39,3,Never married,More than 50,4,"Started College, No Diploma",6,self employed,Healthcare/Medical Services,White alone,Male,low
9774,16319,60-69,6,Married,20-39,2,Bachelor Degree,8,governmental,Transport,White alone,Male,low
9775,15443,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
9776,16796,40-49,4,Married,20-39,2,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,high
9777,12481,Older than 70,7,Married,Less than 20,1,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,low
9778,7000,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
9779,11066,40-49,4,Married,More than 50,4,Bachelor Degree,8,governmental,Education,White alone,Female,low
9780,16576,40-49,4,Never married,40-49,3,Associate Degree,7,governmental,Office/Administrative Support,Black or African American alone,Female,high
9781,2496,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
9782,13183,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
9783,21786,Younger than 25,1,Never married,40-49,3,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
9784,706,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,Black or African American alone,Female,low
9785,17725,60-69,6,Separated,More than 50,4,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
9786,19219,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
9787,9980,40-49,4,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
9788,15271,40-49,4,Never married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,high
9789,4315,50-59,5,Married,More than 50,4,Associate Degree,7,private,Management/Business,White alone,Male,high
9790,7363,50-59,5,Married,Less than 20,1,"Started High School, No Diploma",4,governmental,Transport,White alone,Female,low
9791,9572,60-69,6,Married,20-39,2,Associate Degree,7,self employed,Repair/Maintenance,White alone,Male,low
9792,11579,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Management/Business,White alone,Female,high
9793,3383,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
9794,21737,50-59,5,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
9795,14223,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
9796,8501,40-49,4,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Female,high
9798,9594,25-29,2,Married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
9799,14957,40-49,4,Separated,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
9800,12700,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,high
9801,20120,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Entertainment,White alone,Male,low
9802,6954,25-29,2,Married,More than 50,4,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
9803,1454,50-59,5,Separated,20-39,2,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
9804,361,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Male,low
9805,743,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Education,White alone,Male,low
9806,17586,40-49,4,Separated,Less than 20,1,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
9807,5371,25-29,2,Widowed,20-39,2,"Started College, No Diploma",6,private,Production/Assembly,White alone,Female,low
9808,19468,50-59,5,Married,20-39,2,Associate Degree,7,governmental,Sales,White alone,Female,low
9809,17346,60-69,6,Married,More than 50,4,Associate Degree,7,private,Management/Business,White alone,Female,low
9810,16545,40-49,4,Separated,40-49,3,Bachelor Degree,8,governmental,Management/Business,Black or African American alone,Female,high
9811,6513,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
9812,4138,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Protective Services,Black or African American alone,Female,high
9813,17335,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Transport,White alone,Female,low
9814,12422,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Education,Black or African American alone,Female,low
9815,19057,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Female,low
9816,6270,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
9817,15643,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
9818,4870,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
9819,10168,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Female,high
9820,12925,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
9821,7252,50-59,5,Separated,40-49,3,Associate Degree,7,private,Sales,White alone,Male,low
9822,6212,60-69,6,Separated,40-49,3,High School or GED Diploma,5,governmental,Transport,Black or African American alone,Male,low
9823,16899,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",Black or African American alone,Female,low
9824,16701,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
9825,22110,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,governmental,Sales,White alone,Female,low
9826,909,40-49,4,Married,40-49,3,High School or GED Diploma,5,governmental,Healthcare/Medical Services,Black or African American alone,Male,low
9827,11889,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,self employed,"Science, Engineering, Technology",White alone,Male,high
9828,1675,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
9829,13700,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
9830,11582,30-39,3,Married,More than 50,4,High School or GED Diploma,5,governmental,Construction/Extraction,White alone,Male,high
9831,21832,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Male,high
9832,19652,30-39,3,Never married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,low
9833,5872,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
9834,18462,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,low
9835,4271,50-59,5,Married,More than 50,4,High School or GED Diploma,5,governmental,Protective Services,Black or African American alone,Male,low
9836,13724,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Male,high
9838,12101,30-39,3,Married,20-39,2,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
9839,180,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Female,low
9840,18437,Older than 70,7,Married,Less than 20,1,High School or GED Diploma,5,private,Sales,White alone,Female,high
9841,16321,60-69,6,Married,Less than 20,1,High School or GED Diploma,5,private,Sales,White alone,Female,low
9842,12434,60-69,6,Married,40-49,3,"Started College, No Diploma",6,governmental,Protective Services,White alone,Male,high
9843,4609,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
9844,20753,60-69,6,Separated,20-39,2,"Started High School, No Diploma",4,private,Repair/Maintenance,White alone,Male,high
9845,17031,50-59,5,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
9846,3955,60-69,6,Married,40-49,3,High School or GED Diploma,5,governmental,Construction/Extraction,White alone,Male,low
9847,14598,Older than 70,7,Married,40-49,3,Associate Degree,7,private,Service/Hospitality,Black or African American alone,Male,high
9848,6340,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,low
9849,15844,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,Black or African American alone,Male,low
9850,6971,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
9851,8614,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
9852,667,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,low
9853,7427,25-29,2,Separated,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
9854,4285,40-49,4,Married,20-39,2,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
9855,12234,30-39,3,Married,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
9856,12686,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,high
9857,285,40-49,4,Separated,20-39,2,"Started High School, No Diploma",4,private,Office/Administrative Support,Black or African American alone,Female,high
9858,12131,50-59,5,Separated,More than 50,4,"Started College, No Diploma",6,governmental,Transport,White alone,Male,high
9859,2460,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,self employed,Healthcare/Medical Services,White alone,Male,high
9860,15807,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,governmental,Repair/Maintenance,White alone,Male,low
9861,18139,40-49,4,Married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
9862,8724,50-59,5,Married,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
9863,19336,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Female,high
9864,1740,60-69,6,Married,40-49,3,Bachelor Degree,8,self employed,Finance/Accounting,White alone,Male,high
9865,4764,50-59,5,Married,20-39,2,High School or GED Diploma,5,self employed,Office/Administrative Support,White alone,Female,low
9866,16445,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Female,low
9867,20413,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,high
9868,20053,50-59,5,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
9869,3998,60-69,6,Married,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,White alone,Male,high
9870,11972,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
9871,7158,25-29,2,Never married,20-39,2,High School or GED Diploma,5,governmental,Transport,Black or African American alone,Male,low
9872,13683,Older than 70,7,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Male,high
9873,12413,40-49,4,Never married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,low
9875,16411,50-59,5,Separated,40-49,3,Bachelor Degree,8,private,Service/Hospitality,Black or African American alone,Male,low
9876,19875,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Male,high
9877,15808,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Female,low
9879,587,40-49,4,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,Black or African American alone,Male,low
9880,11059,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Female,high
9881,19948,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
9882,20901,30-39,3,Never married,20-39,2,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
9883,19873,60-69,6,Widowed,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
9884,1242,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
9885,18975,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
9886,20748,Older than 70,7,Never married,20-39,2,Middle School,3,private,Service/Hospitality,White alone,Male,low
9887,16574,40-49,4,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
9888,12230,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,Black or African American alone,Male,low
9889,15951,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
9890,2344,40-49,4,Never married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
9891,883,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
9892,21618,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
9893,9344,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
9894,10530,Younger than 25,1,Married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Female,low
9895,5758,40-49,4,Married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
9896,15095,30-39,3,Never married,20-39,2,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Male,high
9897,20100,50-59,5,Separated,40-49,3,Bachelor Degree,8,private,Counseling/Mental Health Services,White alone,Male,low
9898,17377,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Finance/Accounting,White alone,Female,high
9899,11688,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
9900,1572,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,high
9901,15606,30-39,3,Married,20-39,2,Bachelor Degree,8,private,Management/Business,White alone,Female,low
9902,18360,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,high
9903,1162,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
9904,21575,Older than 70,7,Married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
9905,14820,60-69,6,Married,40-49,3,"Started College, No Diploma",6,self employed,Management/Business,White alone,Male,high
9906,5798,Younger than 25,1,Never married,20-39,2,Middle School,3,private,Transport,White alone,Male,low
9907,4020,60-69,6,Married,More than 50,4,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,low
9908,4974,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,low
9909,18972,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
9910,8847,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,high
9911,18070,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,Black or African American alone,Male,high
9912,19086,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,low
9913,10058,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,governmental,Production/Assembly,White alone,Male,low
9914,10743,25-29,2,Never married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Male,low
9915,5694,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
9916,18300,30-39,3,Married,40-49,3,Associate Degree,7,private,Service/Hospitality,White alone,Male,low
9917,15342,25-29,2,Married,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,White alone,Female,low
9918,18226,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
9919,18205,60-69,6,Separated,20-39,2,"Started College, No Diploma",6,governmental,Transport,White alone,Female,low
9920,15036,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,"Science, Engineering, Technology",White alone,Female,high
9921,5109,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Female,low
9922,20627,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Finance/Accounting,White alone,Male,high
9924,9857,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,low
9925,5817,30-39,3,Married,20-39,2,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Female,low
9926,12200,60-69,6,Separated,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
9927,20975,40-49,4,Never married,20-39,2,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
9928,3570,30-39,3,Separated,More than 50,4,High School or GED Diploma,5,governmental,Construction/Extraction,White alone,Male,low
9929,9656,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,high
9930,18998,30-39,3,Separated,20-39,2,No Elementary School,1,private,Transport,White alone,Female,low
9931,20857,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Female,low
9932,17282,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
9933,12382,30-39,3,Married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
9934,16709,50-59,5,Married,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Male,high
9935,21410,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Transport,White alone,Male,low
9936,15377,40-49,4,Married,20-39,2,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Female,low
9937,16362,30-39,3,Never married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
9938,20918,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Sales,Black or African American alone,Male,low
9939,18677,60-69,6,Married,40-49,3,"Started College, No Diploma",6,governmental,Management/Business,White alone,Female,high
9940,7583,40-49,4,Separated,More than 50,4,Bachelor Degree,8,private,Transport,White alone,Female,low
9941,18173,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Female,low
9943,7241,Older than 70,7,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
9944,19994,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Protective Services,White alone,Male,low
9945,15421,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Transport,White alone,Male,low
9946,20267,50-59,5,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
9947,21430,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Female,low
9948,2505,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
9949,9495,50-59,5,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
9950,16479,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,low
9952,9468,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Male,low
9953,15031,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
9954,21703,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,high
9955,16631,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
9956,6292,60-69,6,Married,20-39,2,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Female,low
9958,15057,30-39,3,Married,More than 50,4,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,high
9959,15970,40-49,4,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
9960,4677,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
9961,11116,60-69,6,Married,20-39,2,Associate Degree,7,governmental,Education,White alone,Female,low
9962,12020,40-49,4,Never married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,Black or African American alone,Male,low
9963,15273,Younger than 25,1,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
9964,7304,50-59,5,Separated,More than 50,4,Middle School,3,private,Production/Assembly,Black or African American alone,Male,low
9965,8830,60-69,6,Married,20-39,2,Bachelor Degree,8,governmental,Education,White alone,Female,low
9966,1802,40-49,4,Married,20-39,2,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,high
9967,6987,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Counseling/Mental Health Services,White alone,Female,low
9968,12885,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,high
9969,21152,30-39,3,Never married,20-39,2,Bachelor Degree,8,governmental,Service/Hospitality,White alone,Female,low
9970,18449,50-59,5,Never married,40-49,3,Bachelor Degree,8,governmental,Management/Business,Black or African American alone,Female,high
9971,3554,25-29,2,Married,More than 50,4,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,low
9973,16469,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
9974,15316,Younger than 25,1,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
9975,18658,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Male,low
9976,16093,Older than 70,7,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,low
9977,14151,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,"Science, Engineering, Technology",White alone,Male,high
9978,20915,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
9979,13400,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,high
9980,4215,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
9981,2655,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,self employed,"Science, Engineering, Technology",White alone,Male,low
9982,22108,40-49,4,Never married,More than 50,4,Associate Degree,7,private,Sales,White alone,Male,low
9983,8138,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
9984,6100,60-69,6,Married,Less than 20,1,Doctorate Degree,10,self employed,Service/Hospitality,White alone,Male,low
9985,16050,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Service/Hospitality,White alone,Female,low
9986,17721,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
9987,13083,50-59,5,Married,20-39,2,"Started High School, No Diploma",4,private,Healthcare/Medical Services,White alone,Male,high
9988,20073,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,Black or African American alone,Male,low
9989,14381,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
9990,15098,50-59,5,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Sales,White alone,Female,low
9992,13149,40-49,4,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
9993,10055,30-39,3,Separated,40-49,3,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,low
9994,6607,Older than 70,7,Married,20-39,2,Bachelor Degree,8,self employed,Sales,Black or African American alone,Female,low
9995,1535,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Female,low
9996,21383,30-39,3,Married,40-49,3,"Started College, No Diploma",6,governmental,Production/Assembly,White alone,Female,low
9997,11919,40-49,4,Married,40-49,3,Associate Degree,7,private,Production/Assembly,Black or African American alone,Male,high
9999,16691,40-49,4,Married,40-49,3,Bachelor Degree,8,self employed,Office/Administrative Support,White alone,Female,low
10000,7258,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Sales,White alone,Male,low
10001,20854,50-59,5,Married,20-39,2,"Started College, No Diploma",6,governmental,Transport,White alone,Female,low
10002,14089,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Female,low
10003,11195,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Transport,White alone,Female,high
10004,676,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Entertainment,White alone,Female,low
10005,20223,30-39,3,Married,40-49,3,"Started College, No Diploma",6,governmental,Transport,White alone,Male,high
10006,15710,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,Black or African American alone,Male,low
10007,20428,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,no paid work,Construction/Extraction,White alone,Male,low
10008,10672,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Female,low
10009,14954,60-69,6,Widowed,Less than 20,1,"Started College, No Diploma",6,self employed,Counseling/Mental Health Services,White alone,Female,low
10010,8003,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,high
10011,16812,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Female,low
10012,8405,40-49,4,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Male,high
10013,11637,40-49,4,Married,20-39,2,Associate Degree,7,private,Education,White alone,Male,low
10014,20252,30-39,3,Married,20-39,2,"Started College, No Diploma",6,private,Transport,Black or African American alone,Female,low
10015,13017,Younger than 25,1,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Female,low
10016,6183,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
10017,1828,40-49,4,Separated,40-49,3,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
10018,4131,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
10019,1127,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
10020,11699,50-59,5,Married,More than 50,4,Bachelor Degree,8,self employed,Sales,White alone,Female,low
10021,3361,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,Black or African American alone,Female,low
10022,18653,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
10023,7614,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
10024,6881,40-49,4,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Male,low
10025,4089,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,White alone,Male,high
10026,19674,25-29,2,Married,40-49,3,"Started College, No Diploma",6,governmental,Protective Services,White alone,Male,low
10027,15127,Younger than 25,1,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
10028,17136,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,governmental,Transport,White alone,Female,low
10029,7077,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
10030,13832,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
10031,10890,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
10032,16186,50-59,5,Widowed,40-49,3,High School or GED Diploma,5,governmental,"Farming, Fishing, Forestry",White alone,Female,high
10033,17501,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,high
